,Problem_Slug,Description,Plag_Slug_Percentage
416,1q6xqa,"Max is trying to learn Angular frameworks and he is stuck with a problem, after looking at the book and even using the Internet he can't understand the peoblem, he approaches you to help him and tell him Inthe following code:- @Component({
selector: 'app',
template: `
nav
a [routerLink]=""['/component-one']""Component One/a
a [routerLink]=""['/component-two']""Component Two/a
a [routerLink]=""[{ outlets: { 'sidebar': ['component-aux'] } }]""Component Aux/a
/nav
div style=""color: green; margin-top: 1rem;""Outlet:/div
div style=""border: 2px solid green; padding: 1rem;""
router-outlet/router-outlet
/div
div style=""color: green; margin-top: 1rem;""Sidebar Outlet:/div
div style=""border: 2px solid blue; padding: 1rem;""
router-outlet name=""sidebar""/router-outlet
/div
`
})
export class AppComponent { }. 
what does this line mean in this program:-a [routerLink]=""[{ outlets: { 'sidebar': ['component-aux'] } }]""
Component Aux
/a .
It defines the link to the auxiliary route for the application to navigate and render the contents.","[['1q6xqa', 84.83]]"
417,gb6gb4,"Sam is trying to learn to learn Angular frameworks and he is stuck with a problem, after looking to the book and even using Internet he can't understand the peoblem, he approach you to help him and tell him In the following code how will you pass the parameter to route:var app = angular.module(""myApp"", [""ngRoute""]);
app.config(function($routeProvider) {
$routeProvider
.when(""/"", {
templateUrl : ""main.htm""
})
.when(""/london"", {
templateUrl : ""london.htm""
})
.when(""/paris"", {
templateUrl : ""paris.htm""
});
});
By using colon ‘:’ in route path.e.g.{path : ‘user/:id’, component : UserComponent}.
","[['gb6gb4', 83.04], ['d0844m', 73.99]]"
418,5ywnyx,"Which directive should be used for changing routes in the following code? script
var app = angular.module(""myApp"", [""ngRoute""]);
app.config(function($routeProvider) {
$routeProvider
.when(""/"", {
templateUrl : ""main.htm"",
})
.when(""/london"", {
templateUrl : ""london.htm"",
controller : ""londonCtrl""
})
.when(""/paris"", {
templateUrl : ""paris.htm"",
controller : ""parisCtrl""
});
});
app.controller(""londonCtrl"", function ($scope) {
$scope.msg = ""I love London"";
});
app.controller(""parisCtrl"", function ($scope) {
$scope.msg = ""I love Paris"";
});

/scriptnava class=""button"" routerLink=""/crisis-list""Crisis Center/a |
a class=""button"" routerLink=""/heroes-list""Heroes/a
/nav
routerLink= "" ""
","[['5ywnyx', 77.66]]"
419,q6g86o,"Gary loveswitness this code:-nava class=""button"" routerLink=""/crisis-list""Crisis Center/a |
a class=""button"" routerLink=""/heroes-list""Heroes/a
/nav
But he does not know why we used the router link directive in this code and he ask you for an explanation. Choose your right answer and clear his doubt in order for him to become more proficient in Angular.This HTML uses an Angular directive, router link. This directive connects the routes you defined to your template files.","[['q6g86o', 87.32]]"
420,rldwlg,"Tom needs your help. He can't understand for what reason we used$routeProvider in thisn program. Help him in clearing his doubt and choose the appropriate reason for this question.var app = angular.module(""myApp"", [""ngRoute""]);
app.config(function($routeProvider) {
$routeProvider
.when(""/"", {
templateUrl : ""main.htm""
})
.when(""/london"", {
templateUrl : ""london.htm""
})
.when(""/paris"", {
templateUrl : ""paris.htm""
});
});
Both 1 and 3","[['rldwlg', 80.03]]"
421,0qrlqy,"Sam is Solving a problem about angular but he can't find the error in the program. Help Samir in determining is there any error in this code to display a 404 page using wildcard route.const routes: Routes = [
{ path: 'first-component', component: FirstComponent },
{ path: 'second-component', component: SecondComponent },
{ path: '*', component: PageNotFoundComponent },
];
There should be two asterisks symbols ""**"" while specifying the path in the last route.","[['0qrlqy', 91.53], ['eew66m', 66.01]]"
422,eewqe9,"John wants to display a 404 error display webpage using angular but does he not know how to do so? So he takes the help of his friends but all the code is jumbled he needs your help in determining the right order in which to settle his code in order to successfully display 404 errors on his webpage. Help Rohit ! and choose the right order.Line 1:-{ path: 'first-component', component: FirstComponent },
Line 2:- { path: 'second-component', component: SecondComponent },
Line 3:- const routes: Routes = [
Line 4:-{ path: '**', component: PageNotFoundComponent },];
Line 5:-{ path: '',redirectTo: '/first-component', pathMatch: 'full' },
3-1-2-5-4","[['eewqe9', 89.83]]"
423,9de0dv,"Selena is learning different ways of Defining and configuring Routes in Angular. Help her in choosing the right answer for this question. Which type of method is used is here to define and Configure the route in the following Program:-const appRoutes: Routes = [
{ path: 'todo/:id',component: TodoDetailComponent },
{
path: 'todos',
component: TodosListComponent,
data: { title: 'Todos List' }
},
{ path: '',
redirectTo: '/todos',
pathMatch: 'full'
},
{ path: '**', component: PageNotFoundComponent }
];

@NgModule({
imports: [
RouterModule.forRoot(
appRoutes,
{ enableTracing: true } 
)
],
...
})
export class AppModule { }
RouterModule.forRoot() method
","[['9de0dv', 84.83]]"
424,mqg3q0,"John is solving a question in Angular. The program code is given below. The question is how many child routes are created in the given below code? Help Shubham choose the right Answer for this problem.h2First Component/h2
nav
ul
lia routerLink=""child-a""Child A/a/li
lia routerLink=""child-b""Child B/a/li
/ul
/nav
router-outlet/router-outlet
2","[['mqg3q0', 89.73]]"
425,n1m61y," Based on the following component, what template syntax would you use to bind the TitleCardComponent’s titleText field to the h1 element title property?@Component({selector: ‘app-title-card’,
template: ‘h1 title=”User Data” {{titleText}}/h1’})
export class TitleCardComponent {titleText = ‘User Data’;}
h1 [title]=”titleText”{{ titleText }}/h1
","[['n1m61y', 93.81]]"
426,bnveny," What will the URL segment look like based on the following call to the Router.navigate method when goToUser is passed the value 15?export class ToolsComponent {
 constructor (private router: Router) { }
 goToUser (id: number) {
this.router.navigate(['user', id]);
 }
}
/user/15
","[['bnveny', 96.0]]"
427,wpbepm,"You are implementing a dependency injection service in your angular application :app.component.ts : 
@Component({
selector: ""my-grandChild"",
template: `
div class=""box""
GrandChildComponent = {{ randomNo }}
div class=""dirbox"" testDirectivefdf/div
/div
`,
providers: []
})
export class GrandChildComponent {
randomNo;
constructor(private randomService: RandomService) {
this.randomNo = randomService.RandomNo;
}
}

random.service.ts : 

@Injectable({
providedIn: ""root""
})
export class RandomService {}
You have the requirement to implement the test directive serviceChoose the correct from the following options?import { Directive } from ""@angular/core"";
import { RandomService } from ""./random-service""; 
@Directive({
selector: ""[testDirective]"",
providers: []
})
export class testDirective implements OnInit {
@Input() ttClass: string; 
constructor(private el: ElementRef, private randomService: RandomService) {} 
ngOnInit() {
this.el.nativeElement.innerHTML =
""Directive ="" + this.randomService.RandomNo;
}
}
","[['wpbepm', 66.07]]"
428,pogry3,"What would be the output of the following codeimport {Component} from '@angular/core'. 
@Component({
template: `h1Welcome!/h1`
}) 
export class HomeComponent {
}
Welcome!
","[['pogry3', 81.72]]"
429,1q69wq,"Which among the following is the correct way of setting up a path for the application that doesn't exist.{ path: '**', component:}
","[['1q69wq', 94.8]]"
430,q6gqy1,"How would the set property of the template be positioned at the center horizontally?@Component({
selector: 'app-root',
template: `
h1Tour of Heroes/h1
app-hero-main [hero]=""hero""/app-hero-main
`,
styles: ['h1 { text-align:center; }']
})
export class AppComponent {
/* . . . */
}
",[]
431,gb6xpr,"You have written a code but unfortunately, you forgot to save it and now some part of it gets deleted by mistake. You have to find the missing part of the code among the following options:const routes: Routes = [
{ path: 'heroes', component: ____________}
];
Heroes Component
","[['gb6xpr', 98.68]]"
432,5ywq9w,"Suppose you are working with routes and need to redirect a component to my ""this_component"" component on getting the path ""first component"". How would I do it?const routes: Routes = [
{ path: 'firstcomponent', component: this_component },
];
","[['5ywq9w', 91.47]]"
433,ao6p1m,"You have written a code to fill up forms in angular. When the code is compiled what are the fields that would be necessary to fill? The code snippet is as follows: section class=""sample-app-content""
h1Form new member:/h1
form #myForm=""ngForm"" (ngSubmit)=""onSubmitTemplateBased()""
p
labelFirst Name:/label
input type=""text""
[(ngModel)]=""user.firstName"" required
/p
p
labelPassword:/label
input type=""password""
[(ngModel)]=""user.password"" required
/p
p
button type=""submit"" [disabled]=""!myForm.valid""Submit/button
/p
/form
/section
The first case needs source correction","[['ao6p1m', 78.25]]"
434,gb6gr4,"You have a requirement to implement services with the help of angular core libraries:@Component({
selector: 'app-injectData',
template: `
div id=""rodent""{{rodent}}/div`
})
export class InjectorComponent {
constructor(private injector: Injector) {
}
get rodent() {
const sampleData= `Sample Text need to shown`;
__________________________
}
}
class ROUS { }Fill the blank space with the right option from following? return this.injector.get(ROUS, sampleData);
","[['gb6gr4', 74.85], ['5ywn1x', 73.44]]"
435,rldw6g,"the following code is an example of :- const BASE_URL = new InjectionTokenstring('BaseUrl');
const injector =
Injector.create({providers: [{provide: BASE_URL, useValue: 'http://some-domain.com'}]});
const url = injector.get(BASE_URL);
DI token","[['rldw6g', 80.37]]"
436,ao69r4,"Once you execute the following codeng g c test
What would the generated component look like?import { Component, OnInit } from '@angular/core';

@Component({
selector: 'app-test',
templateUrl: './test.component.html',
styleUrls: ['./test.component.css']
})
export lass TestComponent implements OnInit {

constructor() {}

ngOnInit() {
}
}

",[]
437,lq1401,"Consider the following snippet and accordingly choose the incorrect way to do the 2-way binding in Angular if the name variable is declared in the TS file?export class AppComponent{
name = 'Hello World';
}
Name: input type=""text"" [(ngModel)]=""name"" /
","[['lq1401', 87.23]]"
